2025-06-10 14:46:02,577: [Key.caps_lock]
2025-06-10 14:46:02,710: [Key.space]
2025-06-10 14:46:03,083: [Key.enter]
2025-06-10 14:46:03,123: [Key.shift]
2025-06-10 14:46:03,487: n
2025-06-10 14:46:03,632: b
2025-06-10 14:46:03,701: d
2025-06-10 14:46:03,736: k
2025-06-10 14:46:03,794: b
2025-06-10 14:46:03,881: i
2025-06-10 14:46:03,909: y
2025-06-10 14:46:03,964: [Key.space]
2025-06-10 14:46:04,214: g
2025-06-10 14:46:04,282: i
2025-06-10 14:46:04,324: a
2025-06-10 14:46:04,326: y
2025-06-10 14:46:04,378: g
2025-06-10 14:46:04,443: y
2025-06-10 14:46:04,554: v
2025-06-10 14:46:04,570: [Key.space]
2025-06-10 14:46:04,623: k
2025-06-10 14:46:04,628: a
2025-06-10 14:46:04,715: b
2025-06-10 14:46:04,765: a
2025-06-10 14:46:04,827: j
2025-06-10 14:46:04,883: d
2025-06-10 14:46:04,915: [Key.space]
2025-06-10 14:46:05,031: [Key.enter]
2025-06-10 14:46:05,061: '
2025-06-10 14:46:05,226: l
2025-06-10 14:46:05,282: j
2025-06-10 14:46:05,363: v
2025-06-10 14:46:05,442: a
2025-06-10 14:46:05,490: v
2025-06-10 14:46:05,568: c
2025-06-10 14:46:05,585: j
2025-06-10 14:46:05,623: a
2025-06-10 14:46:05,635: s
2025-06-10 14:46:05,712: [Key.space]
2025-06-10 14:46:05,779: c
2025-06-10 14:46:05,783: h
2025-06-10 14:46:05,788: j
2025-06-10 14:46:05,823: a
2025-06-10 14:46:05,850: v
2025-06-10 14:46:05,922: y
2025-06-10 14:46:05,971: u
2025-06-10 14:46:06,004: q
2025-06-10 14:46:06,062: v
2025-06-10 14:46:06,269: [Key.enter]
2025-06-10 14:46:06,481: s
2025-06-10 14:46:06,572: b
2025-06-10 14:46:06,639: h
2025-06-10 14:46:06,751: v
2025-06-10 14:46:06,820: y
2025-06-10 14:46:06,823: a
2025-06-10 14:46:06,924: d
2025-06-10 14:46:06,930: v
2025-06-10 14:46:07,001: a
2025-06-10 14:46:07,008: s
2025-06-10 14:46:07,106: [Key.space]
2025-06-10 14:46:07,177: a
2025-06-10 14:46:07,206: h
2025-06-10 14:46:07,268: v
2025-06-10 14:46:07,495: [Key.enter]
2025-06-10 14:46:07,891: t
2025-06-10 14:46:08,208: [Key.enter]
2025-06-10 14:46:08,406: [Key.enter]
2025-06-10 14:46:08,798: [Key.shift]
2025-06-10 14:46:09,006: I
2025-06-10 14:46:09,172: s
2025-06-10 14:46:09,261: [Key.space]
2025-06-10 14:46:09,438: t
2025-06-10 14:46:09,627: h
2025-06-10 14:46:09,967: i
2025-06-10 14:46:10,588: s
2025-06-10 14:46:10,778: [Key.space]
2025-06-10 14:46:11,070: e
2025-06-10 14:46:11,323: v
2025-06-10 14:46:11,458: e
2025-06-10 14:46:11,543: n
2025-06-10 14:46:11,713: [Key.space]
2025-06-10 14:46:12,025: [Key.caps_lock]
2025-06-10 14:46:12,663: r
2025-06-10 14:46:12,786: e
2025-06-10 14:46:13,004: c
2025-06-10 14:46:13,138: o
2025-06-10 14:46:13,292: r
2025-06-10 14:46:13,521: d
2025-06-10 14:46:13,713: i
2025-06-10 14:46:13,890: n
2025-06-10 14:46:14,046: g
2025-06-10 14:46:14,131: [Key.space]
2025-06-10 14:46:14,427: [Key.shift]
2025-06-10 14:46:14,479: [Key.enter]
2025-06-10 14:46:15,164: l
2025-06-10 14:46:15,257: a
2025-06-10 14:46:15,363: l
2025-06-10 14:46:15,463: a
2025-06-10 14:46:15,471: m
2025-06-10 14:46:15,564: k
2025-06-10 14:46:15,742: j
2025-06-10 14:46:15,796: b
2025-06-10 14:46:15,873: k
2025-06-10 14:46:15,920: e
2025-06-10 14:46:16,009: i
2025-06-10 14:46:16,164: b
2025-06-10 14:46:16,204: [Key.space]
2025-06-10 14:46:16,489: [Key.enter]
2025-06-10 14:46:16,763: [Key.space]
2025-06-10 14:46:16,974: k
2025-06-10 14:46:16,980: n
2025-06-10 14:46:17,066: [Key.space]
2025-06-10 14:46:17,235: b
2025-06-10 14:46:17,301: u
2025-06-10 14:46:17,401: d
2025-06-10 14:46:17,610: [Key.space]
2025-06-10 14:46:17,773: [Key.space]
2025-06-10 14:46:17,897: l
2025-06-10 14:46:17,917: j
2025-06-10 14:46:18,484: [Key.space]
2025-06-10 14:46:18,744: l
2025-06-10 14:46:19,324: None
2025-06-10 14:46:19,517: None
2025-06-10 14:46:19,871: s
2025-06-10 14:46:20,066: e
2025-06-10 14:46:20,194: c
2025-06-10 14:46:20,474: o
2025-06-10 14:46:20,680: n
2025-06-10 14:46:20,983: d
2025-06-10 14:46:21,123: s
2025-06-10 14:46:21,199: [Key.space]
2025-06-10 14:46:21,933: d
2025-06-10 14:46:22,099: o
2025-06-10 14:46:22,290: n
2025-06-10 14:46:22,345: e
2025-06-10 14:46:22,473: [Key.space]
2025-06-10 14:46:22,841: [Key.shift_r]
2025-06-10 14:46:22,998: ?
2025-06-10 14:46:23,192: [Key.enter]
2025-06-10 14:46:23,282: /
2025-06-10 14:46:23,326: d
2025-06-10 14:46:23,415: [Key.enter]
2025-06-10 14:46:23,504: [Key.space]
2025-06-10 14:46:23,648: v
2025-06-10 14:46:23,833: b
2025-06-10 14:46:23,902: k
2025-06-10 14:46:23,990: [Key.space]
2025-06-10 14:46:24,099: [Key.shift]
2025-06-10 14:46:24,217: [Key.enter]
2025-06-10 14:46:24,504: [Key.shift]
2025-06-10 14:46:24,575: [Key.enter]
2025-06-10 14:46:24,732: ,
2025-06-10 14:46:24,751: e
2025-06-10 14:46:24,784: ;
2025-06-10 14:46:24,827: l
2025-06-10 14:46:24,892: b
2025-06-10 14:46:25,081: b
2025-06-10 14:46:25,150: k
2025-06-10 14:46:25,211: [Key.space]
2025-06-10 14:46:25,287: j
2025-06-10 14:46:25,297: [Key.space]
2025-06-10 14:46:25,442: j
2025-06-10 14:46:25,596: [Key.space]
2025-06-10 14:46:25,706: [Key.space]
2025-06-10 14:46:25,778: j
2025-06-11 13:02:06,100: [Key.space]
2025-06-11 13:02:06,433: q
2025-06-11 13:02:06,586: g
2025-06-11 13:02:06,761: y
2025-06-11 13:02:06,832: b
2025-06-11 13:02:06,901: [Key.space]
2025-06-11 13:02:07,052: b
2025-06-11 13:02:07,180: d
2025-06-11 13:02:07,225: k
2025-06-11 13:02:07,323: b
2025-06-11 13:02:07,787: a
2025-06-11 13:03:18,026: [Key.space]
2025-06-11 13:03:18,537: b
2025-06-11 13:03:18,648: h
2025-06-11 13:03:18,793: b
2025-06-11 13:03:18,997: g
2025-06-11 13:03:19,088: a
2025-06-11 13:03:19,101: y
2025-06-11 13:03:19,238: b
2025-06-11 13:03:29,001: [Key.ctrl_l]
2025-06-11 13:03:29,533: [Key.ctrl_l]
2025-06-11 13:03:29,568: [Key.ctrl_l]
2025-06-11 13:03:29,600: [Key.ctrl_l]
2025-06-11 13:03:29,634: [Key.ctrl_l]
2025-06-11 13:03:29,665: 
2025-06-11 13:03:31,257: [Key.shift]
2025-06-11 13:03:31,784: [Key.shift]
2025-06-11 13:03:31,818: [Key.shift]
2025-06-11 13:03:31,853: [Key.shift]
2025-06-11 13:03:31,886: [Key.shift]
2025-06-11 13:03:31,920: [Key.shift]
2025-06-11 13:03:31,957: [Key.shift]
2025-06-11 13:03:31,988: [Key.shift]
2025-06-11 13:03:32,022: [Key.shift]
2025-06-11 13:03:32,056: [Key.shift]
2025-06-11 13:03:32,089: [Key.shift]
2025-06-11 13:03:32,125: [Key.shift]
2025-06-11 13:03:32,157: [Key.shift]
2025-06-11 13:03:32,191: [Key.shift]
2025-06-11 13:03:32,229: [Key.shift]
2025-06-11 13:03:32,260: [Key.shift]
2025-06-11 13:03:32,293: [Key.shift]
2025-06-11 13:03:32,326: [Key.shift]
2025-06-11 13:03:32,362: [Key.shift]
2025-06-11 13:03:32,377: #
2025-06-11 13:03:32,855: i
2025-06-11 13:03:33,046: n
2025-06-11 13:03:33,191: c
2025-06-11 13:03:33,237: l
2025-06-11 13:03:33,399: u
2025-06-11 13:03:33,526: d
2025-06-11 13:03:33,718: e
2025-06-11 13:03:34,158: [Key.shift]
2025-06-11 13:03:34,685: [Key.shift]
2025-06-11 13:03:34,713: <
2025-06-11 13:03:34,923: s
2025-06-11 13:03:35,155: y
2025-06-11 13:03:35,576: [Key.backspace]
2025-06-11 13:03:35,889: t
2025-06-11 13:03:36,124: d
2025-06-11 13:03:36,302: i
2025-06-11 13:03:36,430: o
2025-06-11 13:03:36,873: .
2025-06-11 13:03:37,169: h
2025-06-11 13:03:37,764: [Key.shift]
2025-06-11 13:03:38,291: [Key.shift]
2025-06-11 13:03:38,296: >
2025-06-11 13:03:38,524: [Key.enter]
2025-06-11 13:03:38,849: b
2025-06-11 13:03:39,016: f
2025-06-11 13:03:39,045: b
2025-06-11 13:03:39,263: i
2025-06-11 13:03:39,380: g
2025-06-11 13:03:39,396: [Key.space]
2025-06-11 13:03:39,464: i
2025-06-11 13:03:39,624: k
2025-06-11 13:03:39,658: [Key.space]
2025-06-11 13:03:39,747: b
2025-06-11 13:03:39,832: i
2025-06-11 13:03:39,854: y
2025-06-11 13:03:39,919: g
2025-06-11 13:03:40,197: [Key.enter]
2025-06-11 13:03:40,352: s
2025-06-11 13:03:40,498: d
2025-06-11 13:03:40,573: a
2025-06-11 13:03:40,680: u
2025-06-11 13:03:40,730: d
2025-06-11 13:03:40,807: f
2025-06-11 13:03:40,831: q
2025-06-11 13:03:40,848: [Key.space]
2025-06-11 13:03:41,003: q
2025-06-11 13:03:41,219: k
2025-06-11 13:03:41,317: [Key.space]
2025-06-11 13:03:41,420: k
2025-06-11 13:03:41,566: y
2025-06-11 13:03:41,622: d
2025-06-11 13:03:41,661: q
2025-06-11 13:03:41,749: i
2025-06-11 13:03:41,795: d
2025-06-11 13:03:41,882: q
2025-06-11 13:03:42,017: [Key.enter]
2025-06-11 13:03:42,136: q
2025-06-11 13:03:42,245: d
2025-06-11 13:03:42,428: v
2025-06-11 13:03:42,489: u
2025-06-11 13:03:42,522: t
2025-06-11 13:03:42,744: q
2025-06-11 13:03:42,809: v
2025-06-11 13:04:04,760: [Key.space]
2025-06-11 13:04:04,801: v
2025-06-11 13:04:04,892: [Key.space]
2025-06-11 13:04:05,017: [Key.space]
2025-06-11 13:04:05,127: k
2025-06-11 13:04:05,271: i
2025-06-11 13:04:05,283: u
2025-06-11 13:04:05,367: w
2025-06-11 13:04:05,440: v
2025-06-11 13:04:05,480: [Key.space]
2025-06-11 13:04:05,511: b
2025-06-11 13:04:05,595: w
2025-06-11 13:04:05,687: [Key.space]
2025-06-11 13:04:05,936: ]
2025-06-11 13:04:05,937: [Key.enter]
2025-06-11 13:04:06,122: m
2025-06-11 13:04:06,177: o
2025-06-11 13:04:06,277: b
2025-06-11 13:04:06,443: g
2025-06-11 13:04:06,546: q
2025-06-11 13:04:06,570: i
2025-06-11 13:04:06,670: [Key.space]
2025-06-11 13:04:06,733: v
2025-06-11 13:04:06,744: i
2025-06-11 13:04:06,754: u
2025-06-11 13:04:06,859: g
2025-06-11 13:04:06,888: r
2025-06-11 13:04:06,943: 7
2025-06-11 13:04:07,121: [Key.space]
2025-06-11 13:04:07,361: u
2025-06-11 13:04:07,479: v
2025-06-11 13:04:07,563: u
2025-06-11 13:04:07,646: f
2025-06-11 13:04:07,697: d
2025-06-11 13:04:07,773: q
2025-06-11 13:04:07,961: h
2025-06-11 13:04:08,209: [Key.enter]
2025-06-11 13:04:08,499: k
2025-06-11 13:04:08,560: v
2025-06-11 13:04:08,649: d
2025-06-11 13:04:08,699: q
2025-06-11 13:04:08,767: f
2025-06-11 13:04:08,769: [Key.space]
2025-06-11 13:04:08,927: q
2025-06-11 13:04:09,079: d
2025-06-11 13:04:09,101: g
2025-06-11 13:04:09,156: q
2025-06-11 13:04:09,280: d
2025-06-11 13:04:09,372: q
2025-06-11 13:04:09,395: 8
2025-06-11 13:04:09,586: k
2025-06-11 13:04:09,684: [Key.space]
2025-06-11 13:04:09,835: [Key.enter]
2025-06-11 13:04:09,877: ]
2025-06-11 13:04:10,114: i
2025-06-11 13:04:10,128: o
2025-06-11 13:04:10,272: i
2025-06-11 13:04:10,283: u
2025-06-11 13:04:10,389: g
2025-06-11 13:04:10,467: 7
2025-06-11 13:04:10,507: q
2025-06-11 13:04:10,580: t
2025-06-11 13:04:10,662: 8
2025-06-11 13:04:10,673: 7
2025-06-11 13:04:10,788: [Key.space]
2025-06-11 13:04:10,999: g
2025-06-11 13:04:11,210: [Key.enter]
2025-06-11 13:04:11,472: q
2025-06-11 13:04:11,604: g
2025-06-11 13:04:11,656: i
2025-06-11 13:04:11,669: q
2025-06-11 13:04:11,783: d
2025-06-11 13:04:11,846: 8
2025-06-11 13:04:11,852: 7
2025-06-11 13:04:11,951: g
2025-06-11 13:04:12,045: 1
2025-06-11 13:04:12,278: [Key.enter]
2025-06-11 13:04:12,599: u
2025-06-11 13:04:12,643: [Key.space]
2025-06-11 13:04:12,750: 7
2025-06-11 13:04:12,815: t
2025-06-11 13:04:12,823: e
2025-06-11 13:04:12,905: 7
2025-06-11 13:04:12,955: i
2025-06-11 13:04:12,966: 1
2025-06-11 13:04:13,235: h
2025-06-11 13:04:13,315: o
2025-06-11 13:04:13,330: u
2025-06-11 13:04:13,336: r
2025-06-11 13:04:13,526: u
2025-06-11 13:04:13,626: h
2025-06-11 13:04:13,814: h
2025-06-11 13:04:13,920: w
2025-06-11 13:04:13,998: d
2025-06-11 13:04:14,019: b
2025-06-11 13:04:14,138: k
2025-06-11 13:04:14,248: b
2025-06-11 13:04:14,260: q
2025-06-11 13:04:14,342: d
2025-06-11 13:04:14,350: i
2025-06-11 13:04:14,459: g
2025-06-11 13:04:14,571: w
2025-06-11 13:04:14,634: d
2025-06-11 13:04:14,696: b
2025-06-11 13:04:14,760: q
2025-06-11 13:04:14,762: w
2025-06-11 13:04:14,867: b
2025-06-11 13:04:14,889: d
2025-06-11 13:04:14,985: i
2025-06-11 13:04:15,033: q
2025-06-11 13:04:15,106: [Key.space]
2025-06-11 13:04:15,328: [Key.enter]
2025-06-11 13:04:15,350: [
2025-06-11 13:04:15,462: q
2025-06-11 13:04:15,581: h
2025-06-11 13:04:15,601: d
2025-06-11 13:04:15,637: q
2025-06-11 13:04:15,642: u
2025-06-11 13:04:15,764: d
2025-06-11 13:04:15,843: q
2025-06-11 13:04:15,848: 7
2025-06-11 13:04:15,974: d
2025-06-11 13:04:16,032: q
2025-06-11 13:04:16,194: v
2025-06-11 13:04:16,261: d
2025-06-11 13:04:16,315: q
2025-06-11 13:04:16,577: d
2025-06-11 13:04:16,677: q
2025-06-11 13:04:17,036: d
2025-06-11 13:04:17,092: [Key.space]
2025-06-11 13:04:17,153: j
2025-06-11 13:04:17,164: q
2025-06-11 13:04:17,166: g
2025-06-11 13:04:17,328: d
2025-06-11 13:04:17,350: j
2025-06-11 13:04:17,404: q
2025-06-11 13:04:17,474: v
2025-06-11 13:04:17,567: y
2025-06-11 13:04:17,571: u
2025-06-11 13:04:17,632: q
2025-06-11 13:04:17,643: [Key.space]
2025-06-11 13:04:17,788: q
2025-06-11 13:04:18,148: d
2025-06-11 13:04:18,175: h
2025-06-11 13:04:18,243: q
2025-06-11 13:04:18,353: d
2025-06-11 13:04:18,359: g
2025-06-11 13:04:18,470: q
2025-06-11 13:04:18,476: i
2025-06-11 13:04:18,479: u
2025-06-11 13:04:18,621: d
2025-06-11 13:04:18,704: '
2025-06-11 13:04:18,748: q
2025-06-11 13:04:18,934: [Key.space]
2025-06-11 13:04:19,021: q
2025-06-11 13:04:19,034: u
2025-06-11 13:04:19,139: g
2025-06-11 13:04:19,333: g
2025-06-11 13:04:19,454: k
2025-06-11 13:04:19,475: [Key.space]
2025-06-11 13:04:19,512: [Key.caps_lock]
2025-06-11 13:04:19,768: q
2025-06-11 13:04:19,790: w
2025-06-11 13:04:19,792: [Key.space]
2025-06-11 13:04:19,902: l
2025-06-11 13:04:19,975: q
2025-06-11 13:04:20,006: h
2025-06-11 13:04:20,119: p
2025-06-11 13:04:20,124: [Key.caps_lock]
2025-06-11 13:04:20,215: j
2025-06-11 13:04:20,272: [Key.space]
2025-06-11 13:04:20,298: p
2025-06-11 13:04:20,423: n
2025-06-11 13:04:20,515: i
2025-06-11 13:04:20,614: [Key.space]
2025-06-11 13:04:20,631: b
2025-06-11 13:04:20,696: 7
2025-06-11 13:04:20,811: g
2025-06-11 13:04:20,955: q
2025-06-11 13:04:21,307: i
2025-06-11 13:04:21,357: [Key.space]
2025-06-11 13:04:21,402: h
2025-06-11 13:04:21,504: u
2025-06-11 13:04:21,509: q
2025-06-11 13:04:21,789: [Key.space]
2025-06-11 13:04:22,076: '
2025-06-11 13:04:22,299: [Key.space]
2025-06-11 13:04:22,382: i
2025-06-11 13:04:22,393: 7
2025-06-11 13:04:22,516: [Key.space]
2025-06-11 13:04:22,533: g
2025-06-11 13:04:22,627: i
2025-06-11 13:04:22,779: u
2025-06-11 13:04:22,780: o
